"path_abbr","host_genus","host_species","host_genus_species","in_wild","ref"
"ihhn","Penaeus","vannamei","Penaeus_vannamei","both","142, 187"
"imnv","Penaeus","vannamei","Penaeus_vannamei","both","216"
"spi_eri","Penaeus","vannamei","Penaeus_vannamei","wild","486"
"spi_pen","Penaeus","vannamei","Penaeus_vannamei","wild","442, 597"
"wssv","Penaeus","vannamei","Penaeus_vannamei","wild","1"
"agg_sp","Pleoticus","muelleri","Pleoticus_muelleri","wild","600"
"pse_hum","Pleuroncodes","monodon","Pleuroncodes_monodon","wild","457"
"aph_ast","Pontastacus","leptodactylus","Pontastacus_leptodactylus","wild","230"
"bra_ast","Pontastacus","leptodactylus","Pontastacus_leptodactylus","wild","235"
"bra_hex","Pontastacus","leptodactylus","Pontastacus_leptodactylus","wild","235"
"cep_lep","Pontastacus","leptodactylus","Pontastacus_leptodactylus","wild","298"
"fus_sol","Pontastacus","leptodactylus","Pontastacus_leptodactylus","wild","264, 298"
"pso_hae","Pontastacus","leptodactylus","Pontastacus_leptodactylus","wild","232"
"sap_par","Pontastacus","leptodactylus","Pontastacus_leptodactylus","wild","229"
"tet_pyr","Pontastacus","leptodactylus","Pontastacus_leptodactylus","wild","236"
"the_con","Pontastacus","leptodactylus","Pontastacus_leptodactylus","wild","231"
"vib_sp","Pontastacus","leptodactylus","Pontastacus_leptodactylus","wild","238"
"all_mon","Portunus","pelagicus","Portunus_pelagicus","wild","150"
"ame_sp","Portunus","pelagicus","Portunus_pelagicus","wild","606"
"car_mit","Portunus","pelagicus","Portunus_pelagicus","wild","15"
"cho_ind","Portunus","pelagicus","Portunus_pelagicus","wild","15"
"hem_aus","Portunus","pelagicus","Portunus_pelagicus","wild","601"
"het_ind","Portunus","pelagicus","Portunus_pelagicus","wild","1"
"poly_sp","Portunus","pelagicus","Portunus_pelagicus","wild","605"
"sac_gra","Portunus","pelagicus","Portunus_pelagicus","wild","1"
"the_sp","Portunus","pelagicus","Portunus_pelagicus","wild","606"
"vib_har","Portunus","pelagicus","Portunus_pelagicus","wild","602, 603"
"all_mon","Portunus","trituberculatus","Portunus_trituberculatus","wild","150"
"hal_oki","Portunus","trituberculatus","Portunus_trituberculatus","wild","77"
"hem_per","Portunus","trituberculatus","Portunus_trituberculatus","wild","557"
"pso_sp","Procambarus","alleni","Procambarus_alleni","both","272"
"aer_hyd","Procambarus","clarkii","Procambarus_clarkii","wild","274"
"all_fil","Procambarus","clarkii","Procambarus_clarkii","wild","442, 623"
"aph_ast","Procambarus","clarkii","Procambarus_clarkii","wild","256"
"bat_den","Procambarus","clarkii","Procambarus_clarkii","both","622"
"mic_fon","Procambarus","clarkii","Procambarus_clarkii","wild","442"
"pso_hae","Procambarus","clarkii","Procambarus_clarkii","wild","251"
"ren_sp","Procambarus","clarkii","Procambarus_clarkii","wild","442"
"sap_par","Procambarus","clarkii","Procambarus_clarkii","wild","298"
"sog_pro","Procambarus","clarkii","Procambarus_clarkii","wild","442"
"sou_dim","Procambarus","clarkii","Procambarus_clarkii","wild","442"
"spi_eri","Procambarus","clarkii","Procambarus_clarkii","both","269, 621"
"vib_cho","Procambarus","clarkii","Procambarus_clarkii","wild","442"
"vib_par","Procambarus","clarkii","Procambarus_clarkii","wild","619"
"wssv","Procambarus","clarkii","Procambarus_clarkii","both","270"
"aer_sob","Procambarus","fallax","Procambarus_fallax","wild","273"
"aph_ast","Procambarus","fallax","Procambarus_fallax","wild","275"
"cit_fre","Procambarus","fallax","Procambarus_fallax","wild","273"
"gri_hol","Procambarus","fallax","Procambarus_fallax","wild","273"
"pso_sp","Procambarus","fallax","Procambarus_fallax","wild","249"
"sac_bea","Scylla","olivacea","Scylla_olivacea","wild","624"
"dip_sin","Scylla","serrata","Scylla_serrata","wild","626"
"lox_ihl","Scylla","serrata","Scylla_serrata","wild","631"
"mcdv","Scylla","serrata","Scylla_serrata","wild","627"
"oct_bull","Scylla","serrata","Scylla_serrata","wild","626"
"wssv","Scylla","serrata","Scylla_serrata","both","1"
"ihhn","Solenocera","choprai","Solenocera_choprai","wild","153"
"pmnv","Solenocera","choprai","Solenocera_choprai","wild","159"
"exo_can","Ucides","cordatus","Ucides_cordatus","wild","634"
"lei_dis","Ucides","cordatus","Ucides_cordatus","wild","633"
"gyg_bra","Upogebia","pusilla","Upogebia_pusilla","wild","635"
"mar_sp","Upogebia","pusilla","Upogebia_pusilla","wild","635"
"per_nel","Xiphopenaeus","kroyeri","Xiphopenaeus_kroyeri","wild","162"
